id,ecoregion_name,biome,realm,ecoregion_area,area_protected,percent_protected
60112,Central American montane forests,Tropical & Subtropical Moist Broadleaf Forests,Neotropics,13328.89492,5649.230751,42.4%
51308,Mojave desert,Deserts & Xeric Shrublands,Nearctic,130927.40699999999,57283.245129999996,43.8%
60404,Valdivian temperate forests,Temperate Broadleaf & Mixed Forests,Neotropics,248651.44199999998,54834.44535,22.1%
81320,Mesopotamian shrub desert,Deserts & Xeric Shrublands,Palearctic,211445.2265,599.4565746000001,0.3%
61001,Central Andean dry puna,Montane Grasslands & Shrublands,Neotropics,256197.6467,40137.97715,15.7%
30118,Madagascar subhumid forests,Tropical & Subtropical Moist Broadleaf Forests,Afrotropics,200020.9728,10175.37168,5.1%
60111,Central American Atlantic moist forests,Tropical & Subtropical Moist Broadleaf Forests,Neotropics,89978.46011,41441.299119999996,46.1%
40147,Red River freshwater swamp forests,Tropical & Subtropical Moist Broadleaf Forests,IndoMalay,10778.22126,95.80345613,0.9%
41304,Thar desert,Deserts & Xeric Shrublands,IndoMalay,239183.0555,41996.18865,17.6%
30110,Eastern Congolian swamp forests,Tropical & Subtropical Moist Broadleaf Forests,Afrotropics,92936.83907,23143.79324,24.9%
60308,Sierra Madre de Oaxaca pine-oak forests,Tropical & Subtropical Coniferous Forests,Neotropics,14377.625769999999,906.4965277999999,6.3%
80424,Huang He Plain mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,435173.666,14185.14187,3.3%
70108,Marquesas tropical moist forests,Tropical & Subtropical Moist Broadleaf Forests,Oceania,1081.0062599999999,36.88782983,3.4%
81333,Red Sea coastal desert,Deserts & Xeric Shrublands,Palearctic,59456.4089,14104.64841,23.7%
60702,Beni savanna,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Neotropics,126340.4811,48351.5686,38.3%
60173,Uatuma-Trombetas moist forests,Tropical & Subtropical Moist Broadleaf Forests,Neotropics,473213.0645,321521.3297,67.9%
50525,Queen Charlotte Islands,Temperate Conifer Forests,Nearctic,9979.326114,4795.041579,48.0%
60704,Cerrado,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Neotropics,1921063.3090000001,218091.4151,11.4%
40122,Luzon montane rain forests,Tropical & Subtropical Moist Broadleaf Forests,IndoMalay,8319.6354,3820.941521,45.9%
40146,Peninsular Malaysian rain forests,Tropical & Subtropical Moist Broadleaf Forests,IndoMalay,125777.0252,20204.183230000002,16.1%
11202,Esperance mallee,"Mediterranean Forests, Woodlands & Scrub",Australasia,115773.15699999999,23646.29606,20.4%
40115,Himalayan subtropical broadleaf forests,Tropical & Subtropical Moist Broadleaf Forests,IndoMalay,38271.00883,4833.887608,12.6%
80416,Crimean Submediterranean forest complex,Temperate Broadleaf & Mixed Forests,Palearctic,30218.05205,3151.136464,10.4%
61004,Cordillera Central páramo,Montane Grasslands & Shrublands,Neotropics,12198.549070000001,2210.862326,18.1%
60204,Bajío dry forests,Tropical & Subtropical Dry Broadleaf Forests,Neotropics,37574.08577,1454.020454,3.9%
31010,Jos Plateau forest-grassland mosaic,Montane Grasslands & Shrublands,Afrotropics,13365.6901,1206.696774,9.0%
80802,Altai steppe and semi-desert,"Temperate Grasslands, Savannas & Shrublands",Palearctic,83125.53925,2457.171811,3.0%
50415,Upper Midwest forest-savanna transition,Temperate Broadleaf & Mixed Forests,Nearctic,166500.0359,6172.433439,3.7%
80803,Central Anatolian steppe,"Temperate Grasslands, Savannas & Shrublands",Palearctic,24970.854219999997,1.272283482,0.0%
40119,Kayah-Karen montane rain forests,Tropical & Subtropical Moist Broadleaf Forests,IndoMalay,119802.3306,32426.198239999998,27.1%
40208,Northern dry deciduous forests,Tropical & Subtropical Dry Broadleaf Forests,IndoMalay,58449.97275,1607.57493,2.8%
30904,Lake Chad flooded savanna,Flooded Grasslands & Savannas,Afrotropics,18874.173319999998,9160.886023000001,48.5%
51303,Chihuahuan desert,Deserts & Xeric Shrublands,Nearctic,510639.7384,35152.11934,6.9%
51301,Baja California desert,Deserts & Xeric Shrublands,Nearctic,77885.57964,46946.09553,60.3%
60211,Chiapas Depression dry forests,Tropical & Subtropical Dry Broadleaf Forests,Neotropics,14053.05417,310.06730939999994,2.2%
60212,Chiquitano dry forests,Tropical & Subtropical Dry Broadleaf Forests,Neotropics,231074.8793,55983.42909,24.2%
30721,Victoria Basin forest-savanna mosaic,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropics,166152.5399,24994.739859999998,15.0%
50503,Arizona Mountains forests,Temperate Conifer Forests,Nearctic,109323.8318,11748.787540000001,10.7%
80809,Kazakh forest steppe,"Temperate Grasslands, Savannas & Shrublands",Palearctic,421463.8501,50112.23056,11.9%
61305,Caribbean shrublands,Deserts & Xeric Shrublands,Neotropics,3136.023683,878.5110292999999,28.0%
50519,Northern California coastal forests,Temperate Conifer Forests,Nearctic,13304.799570000001,1787.4742199999998,13.4%
81003,Eastern Himalayan alpine shrub and meadows,Montane Grasslands & Shrublands,Palearctic,121456.5445,47524.96802,39.1%
11210,Southwest Australia woodlands,"Mediterranean Forests, Woodlands & Scrub",Australasia,46149.766110000004,5870.589557,12.7%
60161,Sierra de los Tuxtlas,Tropical & Subtropical Moist Broadleaf Forests,Neotropics,3911.1613840000005,1522.510731,38.9%
80413,Central Korean deciduous forests,Temperate Broadleaf & Mixed Forests,Palearctic,104792.7038,5247.500382,5.0%
60143,Negro-Branco moist forests,Tropical & Subtropical Moist Broadleaf Forests,Neotropics,202280.48100000003,60405.48429,29.9%
80806,Emin Valley steppe,"Temperate Grasslands, Savannas & Shrublands",Palearctic,65116.93113,9802.551081,15.1%
10402,Eastern Australian temperate forests,Temperate Broadleaf & Mixed Forests,Australasia,222554.1157,40139.104810000004,18.0%
10109,Lord Howe Island subtropical forests,Tropical & Subtropical Moist Broadleaf Forests,Australasia,14.39659073,14.39659073,100.0%
31403,Guinean mangroves,Mangroves,Afrotropics,23566.39206,5300.562156,22.5%
31014,South Malawi montane forest-grassland mosaic,Montane Grasslands & Shrublands,Afrotropics,10249.960309999999,1513.6975320000001,14.8%
60139,Maranhão Babaçu forests,Tropical & Subtropical Moist Broadleaf Forests,Neotropics,142578.8015,27984.26483,19.6%
31013,Rwenzori-Virunga montane moorlands,Montane Grasslands & Shrublands,Afrotropics,2679.2517989999997,1811.2103359999999,67.6%
61312,Motagua Valley thornscrub,Deserts & Xeric Shrublands,Neotropics,2342.009549,450.13433669999995,19.2%
40161,Sundaland heath forests,Tropical & Subtropical Moist Broadleaf Forests,IndoMalay,76717.61505,6450.28698,8.4%
80521,Tian Shan montane conifer forests,Temperate Conifer Forests,Palearctic,27581.65482,2727.135031,9.9%
40204,East Deccan dry-evergreen forests,Tropical & Subtropical Dry Broadleaf Forests,IndoMalay,25588.96722,573.4379027000001,2.2%
50302,Sierra Madre Occidental pine-oak forests,Tropical & Subtropical Coniferous Forests,Nearctic,223232.2158,27752.84209,12.4%
10126,Vanuatu rain forests,Tropical & Subtropical Moist Broadleaf Forests,Australasia,13230.80458,516.4677286,3.9%
10121,Southern New Guinea freshwater swamp forests,Tropical & Subtropical Moist Broadleaf Forests,Australasia,100141.8853,8602.682340000001,8.6%
81324,Qaidam Basin semi-desert,Deserts & Xeric Shrublands,Palearctic,192470.14800000002,19787.53737,10.3%
60165,Southern Andean Yungas,Tropical & Subtropical Moist Broadleaf Forests,Neotropics,75507.57776,9458.426959,12.5%
40127,Mentawai Islands rain forests,Tropical & Subtropical Moist Broadleaf Forests,IndoMalay,6513.094594,1899.9010670000002,29.2%
41301,Deccan thorn scrub forests,Deserts & Xeric Shrublands,IndoMalay,341002.58200000005,9512.492158,2.8%
60130,Isthmian-Pacific moist forests,Tropical & Subtropical Moist Broadleaf Forests,Neotropics,29364.13953,3378.0491979999997,11.5%
60205,Balsas dry forests,Tropical & Subtropical Dry Broadleaf Forests,Neotropics,62581.951629999996,5203.811436,8.3%
31305,Ethiopian xeric grasslands and shrublands,Deserts & Xeric Shrublands,Afrotropics,153457.3867,7121.979458,4.6%
81305,Azerbaijan shrub desert and steppe,Deserts & Xeric Shrublands,Palearctic,64159.68452,3697.6577770000004,5.8%
40157,Sumatran freshwater swamp forests,Tropical & Subtropical Moist Broadleaf Forests,IndoMalay,18115.71178,630.0084017,3.5%
50407,Eastern Great Lakes lowland forests,Temperate Broadleaf & Mixed Forests,Nearctic,116682.8092,2121.8688460000003,1.8%
10413,Tasmanian temperate rain forests,Temperate Broadleaf & Mixed Forests,Australasia,31338.18083,18742.55647,59.8%
40164,Tonle Sap freshwater swamp forests,Tropical & Subtropical Moist Broadleaf Forests,IndoMalay,26086.11919,3214.132682,12.3%
80810,Kazakh steppe,"Temperate Grasslands, Savannas & Shrublands",Palearctic,806305.8594,18150.7309,2.3%
40167,Western Java montane rain forests,Tropical & Subtropical Moist Broadleaf Forests,IndoMalay,26341.89281,1922.5058920000001,7.3%
40150,South Western Ghats moist deciduous forests,Tropical & Subtropical Moist Broadleaf Forests,IndoMalay,23824.0373,6660.027687,28.0%
60214,Ecuadorian dry forests,Tropical & Subtropical Dry Broadleaf Forests,Neotropics,21329.690880000002,536.9324181,2.5%
30802,Amsterdam and Saint-Paul Islands temperate grasslands,"Temperate Grasslands, Savannas & Shrublands",Afrotropics,69.34921215,69.34921215,100.0%
40151,South Western Ghats montane rain forests,Tropical & Subtropical Moist Broadleaf Forests,IndoMalay,22685.90828,6011.532923,26.5%
10408,Richmond temperate forests,Temperate Broadleaf & Mixed Forests,Australasia,13226.74769,4844.539113,36.6%
10708,Trans Fly savanna and grasslands,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Australasia,26789.37521,10493.922770000001,39.2%
60142,Napo moist forests,Tropical & Subtropical Moist Broadleaf Forests,Neotropics,252272.9135,86689.28056,34.4%
80427,Nihonkai evergreen forests,Temperate Broadleaf & Mixed Forests,Palearctic,21680.65764,3638.168289,16.8%
31310,Kaokoveld desert,Deserts & Xeric Shrublands,Afrotropics,45834.81298,32947.84393,71.9%
81009,Kuh Rud and Eastern Iran montane woodlands,Montane Grasslands & Shrublands,Palearctic,126622.9801,2156.5964719999997,1.7%
50514,Fraser Plateau and Basin complex,Temperate Conifer Forests,Nearctic,137372.3726,13553.540180000002,9.9%
40501,Eastern Himalayan subalpine conifer forests,Temperate Conifer Forests,IndoMalay,27539.82166,10155.927670000001,36.9%
60202,Atlantic dry forests,Tropical & Subtropical Dry Broadleaf Forests,Neotropics,115358.786,8945.789498,7.8%
10404,Nelson Coast temperate forests,Temperate Broadleaf & Mixed Forests,Australasia,14608.322680000001,11426.27742,78.2%
10705,Einasleigh upland savanna,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Australasia,128756.3481,5843.557313,4.5%
50529,Southeastern conifer forests,Temperate Conifer Forests,Nearctic,237137.7387,12475.2586,5.3%
30203,Zambezian Cryptosepalum dry forests,Tropical & Subtropical Dry Broadleaf Forests,Afrotropics,38311.593069999995,7859.6487879999995,20.5%
31203,Montane fynbos and renosterveld,"Mediterranean Forests, Woodlands & Scrub",Afrotropics,45903.993310000005,16278.71835,35.5%
60201,Apure-Villavicencio dry forests,Tropical & Subtropical Dry Broadleaf Forests,Neotropics,68690.92672999999,16766.64024,24.4%
81111,Taimyr-Central Siberian tundra,Tundra,Palearctic,956948.296,132166.6768,13.8%
70202,Hawaii tropical dry forests,Tropical & Subtropical Dry Broadleaf Forests,Oceania,6648.456559,1030.158863,15.5%
40169,Hainan Island monsoon rain forests,Tropical & Subtropical Moist Broadleaf Forests,IndoMalay,15570.72234,1432.312257,9.2%
50612,Northern Canadian Shield taiga,Boreal Forests/Taiga,Nearctic,615100.6818,33319.61978,5.4%
41001,Kinabalu montane alpine meadows,Montane Grasslands & Shrublands,IndoMalay,4348.5782850000005,1473.016376,33.9%
60178,Western Ecuador moist forests,Tropical & Subtropical Moist Broadleaf Forests,Neotropics,34182.89597,1727.210012,5.1%
81219,Southeastern Iberian shrubs and woodlands,"Mediterranean Forests, Woodlands & Scrub",Palearctic,2873.087375,1083.674808,37.7%
80441,Taiheiyo montane deciduous forests,Temperate Broadleaf & Mixed Forests,Palearctic,41998.92929,10604.73013,25.3%
80433,Pyrenees conifer and mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,25944.43889,14776.636830000001,57.0%
30107,Cross-Sanaga-Bioko coastal forests,Tropical & Subtropical Moist Broadleaf Forests,Afrotropics,52183.22195,13225.990909999999,25.3%
40144,Peninsular Malaysian montane rain forests,Tropical & Subtropical Moist Broadleaf Forests,IndoMalay,17211.08437,5691.2156939999995,33.1%
30722,West Sudanian savanna,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropics,1641912.689,234819.9098,14.3%
51310,Sonoran desert,Deserts & Xeric Shrublands,Nearctic,223505.7717,38226.885519999996,17.1%
60144,Northeastern Brazil restingas,Tropical & Subtropical Moist Broadleaf Forests,Neotropics,10078.05732,6968.578915000001,69.1%
60305,Hispaniolan pine forests,Tropical & Subtropical Coniferous Forests,Neotropics,11621.69187,4137.769076,35.6%
31318,Socotra Island xeric shrublands,Deserts & Xeric Shrublands,Afrotropics,3826.4747380000003,3499.7632,91.5%
60902,Cuban wetlands,Flooded Grasslands & Savannas,Neotropics,5673.758119,3325.761818,58.6%
50411,Northeastern coastal forests,Temperate Broadleaf & Mixed Forests,Nearctic,89847.93684,5055.733704,5.6%
80805,Eastern Anatolian montane steppe,"Temperate Grasslands, Savannas & Shrublands",Palearctic,168624.6219,8212.938123,4.9%
80603,Kamchatka-Kurile meadows and sparse forests,Boreal Forests/Taiga,Palearctic,146770.0169,27703.61058,18.9%
80817,South Siberian forest steppe,"Temperate Grasslands, Savannas & Shrublands",Palearctic,162232.3326,8974.783413,5.5%
31322,Succulent Karoo,Deserts & Xeric Shrublands,Afrotropics,102919.4368,23992.107000000004,23.3%
51118,Torngat Mountain tundra,Tundra,Nearctic,32363.27367,12899.5201,39.9%
50413,Southeastern mixed forests,Temperate Broadleaf & Mixed Forests,Nearctic,348577.4622,3698.6125039999997,1.1%
40134,North Western Ghats moist deciduous forests,Tropical & Subtropical Moist Broadleaf Forests,IndoMalay,48309.029669999996,2380.2050600000002,4.9%
10107,Huon Peninsula montane rain forests,Tropical & Subtropical Moist Broadleaf Forests,Australasia,16557.94509,10.26036916,0.1%
80903,Nenjiang River grassland,Flooded Grasslands & Savannas,Palearctic,23252.119280000003,1685.390028,7.2%
40302,Luzon tropical pine forests,Tropical & Subtropical Coniferous Forests,IndoMalay,7091.8388939999995,1375.85156,19.4%
61407,Southern Mesoamerican Pacific mangroves,Mangroves,Neotropics,7874.112118999999,3385.3048280000003,43.0%
51105,Baffin coastal tundra,Tundra,Nearctic,9124.180482,490.48534910000006,5.4%
51306,Gulf of California xeric scrub,Deserts & Xeric Shrublands,Nearctic,23631.53263,11966.92257,50.6%
50404,Central U.S. hardwood forests,Temperate Broadleaf & Mixed Forests,Nearctic,296684.6934,9199.26919,3.1%
81301,Afghan Mountains semi-desert,Deserts & Xeric Shrublands,Palearctic,13713.24621,569.9267607999999,4.2%
50403,Appalachian-Blue Ridge forests,Temperate Broadleaf & Mixed Forests,Nearctic,159624.266,9760.841067,6.1%
81220,Southern Anatolian montane conifer and deciduous forests,"Mediterranean Forests, Woodlands & Scrub",Palearctic,76619.38957,216.65743080000001,0.3%
31319,Somali montane xeric woodlands,Deserts & Xeric Shrublands,Afrotropics,62774.47005,0.0,0.0%
31321,Southwestern Arabian montane woodlands,Deserts & Xeric Shrublands,Afrotropics,87101.53666,0.0,0.0%
80420,Eastern Anatolian deciduous forests,Temperate Broadleaf & Mixed Forests,Palearctic,81747.97193,0.0,0.0%
31304,Eritrean coastal desert,Deserts & Xeric Shrublands,Afrotropics,4604.696113,0.0,0.0%
60172,Trindade-Martin Vaz Islands tropical forests,Tropical & Subtropical Moist Broadleaf Forests,Neotropics,9.30251643,0.0,0.0%
31307,Hobyo grasslands and shrublands,Deserts & Xeric Shrublands,Afrotropics,25627.694,0.0,0.0%
80807,Faroe Islands boreal grasslands,"Temperate Grasslands, Savannas & Shrublands",Palearctic,1451.312408,0.0,0.0%
81319,Kopet Dag semi-desert,Deserts & Xeric Shrublands,Palearctic,26326.0961,0.0,0.0%
81005,Hindu Kush alpine meadow,Montane Grasslands & Shrublands,Palearctic,28325.79918,0.0,0.0%
40148,South China Sea Islands,Tropical & Subtropical Moist Broadleaf Forests,IndoMalay,30.71864212,0.0,0.0%
60705,Clipperton Island shrub and grasslands,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Neotropics,28.95164184,0.0,0.0%
70204,Yap tropical dry forests,Tropical & Subtropical Dry Broadleaf Forests,Oceania,102.09856690000001,0.0,0.0%
60403,San Félix-San Ambrosio Islands temperate forests,Temperate Broadleaf & Mixed Forests,Neotropics,6.514726452000001,0.0,0.0%
61318,St. Peter and St. Paul rocks,Deserts & Xeric Shrublands,Neotropics,6.08291824,0.0,0.0%
70116,Tubuai tropical moist forests,Tropical & Subtropical Moist Broadleaf Forests,Oceania,142.2590007,0.0,0.0%
10110,Louisiade Archipelago rain forests,Tropical & Subtropical Moist Broadleaf Forests,Australasia,1617.576249,0.0,0.0%
31001,Angolan montane forest-grassland mosaic,Montane Grasslands & Shrublands,Afrotropics,25573.48528,0.0,0.0%
31303,East Saharan montane xeric woodlands,Deserts & Xeric Shrublands,Afrotropics,27931.53451,0.0,0.0%
60225,Patía Valley dry forests,Tropical & Subtropical Dry Broadleaf Forests,Neotropics,2275.781764,0.0,0.0%
80515,Northern Anatolian conifer and deciduous forests,Temperate Conifer Forests,Palearctic,101519.2579,0.0,0.0%
